user_id,recency,frequency,monetary,cluster
10304,30.0,7,168,2
10305,30.0,12,40,2
10306,30.0,4,35,2
10307,13.0,8,58,0
10308,14.0,4,75,0
10309,9.0,21,170,0
10310,6.0,7,35,0
10311,9.0,15,168,0
10312,24.0,32,408,3
10313,2.0,22,223,0
10314,6.0,15,52,0
10315,8.0,6,9,0
10316,3.0,18,127,0
10317,6.0,22,282,3
10318,10.0,7,19,0
10319,21.0,4,30,2
10320,4.0,14,108,0
10321,7.0,5,34,0
10322,9.0,10,89,0
10323,14.0,26,341,3
10324,9.0,16,203,0
10325,30.0,6,44,2
10326,8.0,10,42,0
10327,14.0,17,205,0
10328,10.0,4,15,0
10329,6.0,20,167,0
10330,30.0,10,84,2
10331,10.0,5,10,0
10332,10.0,17,115,0
10333,6.0,19,104,0
10334,6.0,24,233,3
10335,30.0,5,65,2
10336,20.0,15,158,2
10337,19.0,20,245,2
10338,30.0,4,17,2
10339,23.0,5,21,2
10340,15.0,12,107,0
10341,21.0,26,267,3
10342,30.0,6,83,2
10343,30.0,7,118,2
10344,7.0,29,278,3
10345,5.0,64,672,1
10346,21.0,5,6,2
10347,22.0,18,101,2
10348,30.0,4,28,2
10349,11.0,6,43,0
10350,30.0,12,89,2
10351,21.0,14,140,2
10352,12.0,25,593,3
10353,12.0,11,60,0
10354,3.0,8,33,0
10355,3.0,48,123,3
10356,30.0,9,102,2
10357,30.0,4,95,2
10358,0.0,60,737,1
10359,30.0,18,139,2
10360,15.0,16,137,0
10361,30.0,12,167,2
10362,30.0,10,141,2
10363,22.0,5,51,2
10364,7.0,13,178,0
10365,9.0,5,34,0
10366,30.0,10,54,2
10367,30.0,6,95,2
10368,7.0,11,136,0
10369,30.0,4,54,2
10370,3.0,27,245,3
10371,9.0,4,27,0
10372,30.0,16,89,2
10373,8.0,35,350,3
10374,6.0,53,393,3
10375,15.0,4,29,0
10376,30.0,10,265,2
10377,4.0,5,29,0
10378,7.0,44,634,3
10379,7.0,48,507,3
10380,30.0,4,10,2
10381,22.0,7,109,2
10382,6.0,12,124,0
10383,13.0,15,24,0
10384,7.0,29,238,3
10385,6.0,48,1376,1
10386,30.0,22,258,2
10387,12.0,5,27,0
10388,8.0,10,148,0
10389,14.0,6,44,0
10390,9.0,8,19,0
10391,30.0,8,44,2
10392,3.0,4,16,0
10393,4.0,70,959,1
10394,19.0,6,103,2
10395,4.0,8,22,0
10396,2.0,46,837,1
10397,11.0,25,414,3
10398,30.0,8,45,2
10399,11.0,13,53,0
10400,11.0,33,107,3
10401,17.0,21,116,0
10402,30.0,10,141,2
10403,30.0,16,139,2
10404,6.0,8,87,0
10405,30.0,12,57,2
10406,17.0,13,44,0
10407,30.0,4,3,2
10408,1.0,5,5,0
10409,2.0,7,157,0
10410,12.0,4,13,0
10411,2.0,18,133,0
10412,30.0,10,30,2
10413,20.0,25,248,3
10414,30.0,8,97,2
10415,1.0,21,363,3
10416,30.0,10,70,2
10417,8.0,13,78,0
10418,6.0,5,48,0
10419,22.0,26,178,2
10420,30.0,12,91,2
10421,30.0,19,32,2
10422,30.0,9,65,2
10423,30.0,4,32,2
10424,30.0,5,39,2
10425,7.0,9,119,0
10426,17.0,4,41,0
10427,10.0,8,151,0
10428,1.0,6,42,0
10429,3.0,82,1037,1
10430,28.0,8,33,2
10431,7.0,29,294,3
10432,30.0,4,27,2
10433,14.0,27,511,3
10434,30.0,4,31,2
10435,23.0,7,81,2
10436,28.0,6,9,2
10437,7.0,7,46,0
10438,6.0,27,329,3
10439,16.0,7,172,0
10440,30.0,5,65,2
10441,23.0,23,100,2
10442,30.0,12,63,2
10443,10.0,8,253,0
10444,30.0,9,52,2
10445,23.0,30,250,3
10446,6.0,19,238,0
10447,14.0,33,416,3
10448,30.0,11,73,2
10449,4.0,12,84,0
10450,30.0,12,168,2
10451,5.0,74,1005,1
10452,30.0,9,60,2
10453,30.0,7,107,2
10454,7.0,19,209,0
10455,2.0,17,84,0
10456,5.0,9,205,0
10457,11.0,9,69,0
10458,8.0,7,40,0
10459,16.0,8,43,0
10460,30.0,10,110,2
10461,8.0,19,176,0
10462,9.0,5,123,0
10463,6.0,94,1019,1
10464,30.0,5,10,2
10465,8.0,17,295,0
10466,14.0,16,175,0
10467,30.0,4,5,2
10468,30.0,8,62,2
10469,4.0,12,326,0
10470,7.0,21,455,3
10471,30.0,4,6,2
10472,16.0,11,103,0
10473,30.0,7,73,2
10474,15.0,6,42,0
10475,24.0,7,36,2
10476,9.0,41,822,1
10477,30.0,8,126,2
10478,12.0,6,51,0
10479,13.0,23,89,0
10480,30.0,4,43,2
10481,21.0,5,49,2
10482,30.0,8,27,2
10483,20.0,18,271,2
10484,8.0,6,53,0
10485,7.0,5,34,0
10486,4.0,6,46,0
10487,30.0,4,25,2
10488,30.0,10,77,2
10489,30.0,4,47,2
10490,5.0,9,91,0
10491,4.0,24,304,3
10492,30.0,32,159,2
10493,14.0,8,89,0
10494,6.0,11,81,0
10495,5.0,5,52,0
10496,6.0,12,135,0
10497,4.0,25,138,0
10498,6.0,18,216,0
10499,6.0,4,26,0
10500,30.0,8,33,2
10501,8.0,23,278,3
10502,3.0,100,1230,1
10503,21.0,13,285,2
10504,7.0,8,71,0
10505,30.0,20,129,2
10506,19.0,32,282,3
10507,30.0,8,83,2
10508,3.0,21,103,0
10509,22.0,4,50,2
10510,30.0,19,206,2
10511,17.0,16,113,0
10512,29.0,23,228,2
10513,10.0,14,95,0
10514,15.0,7,42,0
10515,21.0,5,64,2
10516,30.0,17,199,2
10517,30.0,6,8,2
10518,22.0,37,542,3
10519,0.0,54,521,3
10520,14.0,9,187,0
10521,8.0,56,690,1
10522,8.0,4,24,0
10523,17.0,15,154,0
10524,30.0,4,33,2
10525,30.0,16,151,2
10526,30.0,7,97,2
10527,8.0,21,168,0
10528,6.0,20,258,0
10529,11.0,11,145,0
10530,5.0,12,90,0
10531,7.0,26,68,0
10532,30.0,10,25,2
10533,11.0,9,85,0
10534,19.0,5,20,2
10535,5.0,85,734,1
10536,14.0,10,84,0
10537,9.0,9,67,0
10538,10.0,13,148,0
10539,1.0,32,229,3
10540,13.0,7,36,0
10541,3.0,19,102,0
10542,28.0,6,88,2
10543,30.0,7,74,2
10544,3.0,6,33,0
10545,22.0,9,84,2
10546,3.0,100,550,1
10547,22.0,50,397,3
10548,10.0,34,481,3
10549,30.0,6,81,2
10550,19.0,6,57,2
10551,30.0,5,17,2
10552,19.0,4,18,2
10553,14.0,20,150,0
10554,30.0,14,187,2
10555,8.0,7,73,0
10556,30.0,21,129,2
10557,1.0,9,115,0
10558,21.0,7,38,2
10559,29.0,24,138,2
10560,10.0,6,37,0
10561,26.0,6,10,2
10562,30.0,5,29,2
10563,2.0,11,133,0
10564,18.0,7,127,0
10565,30.0,4,32,2
10566,24.0,5,23,2
10567,23.0,39,88,3
10568,2.0,14,81,0
10569,30.0,10,76,2
10570,30.0,9,156,2
10571,7.0,13,143,0
10572,7.0,7,110,0
10573,14.0,32,230,3
10574,4.0,7,15,0
10575,9.0,9,132,0
10576,22.0,4,47,2
10577,30.0,4,20,2
10578,28.0,15,126,2
10579,30.0,60,144,3
10580,4.0,27,392,3
10581,30.0,6,74,2
10582,19.0,8,48,2
10583,13.0,8,78,0
10584,19.0,11,32,2
10585,18.0,5,124,0
10586,7.0,14,141,0
10587,21.0,5,54,2
10588,9.0,8,49,0
10589,30.0,11,98,2
10590,3.0,25,316,3
10591,22.0,9,61,2
10592,5.0,44,739,1
10593,19.0,10,62,2
10594,7.0,6,22,0
10595,3.0,52,649,1
10596,0.0,8,69,0
10597,25.0,13,154,2
10598,7.0,25,280,3
10599,26.0,4,35,2
10600,4.0,100,520,1
10601,12.0,6,50,0
10602,13.0,35,70,3
10603,30.0,4,10,2
10604,7.0,66,566,1
10605,30.0,27,425,2
10606,6.0,36,164,3
10607,18.0,42,552,3
10608,0.0,6,28,0
10609,16.0,11,42,0
10610,30.0,5,21,2
10611,21.0,31,111,2
10612,16.0,14,124,0
10613,8.0,67,1441,1
10614,8.0,18,85,0
10615,24.0,5,61,2
10616,25.0,19,69,2
10617,7.0,25,267,3
10618,30.0,10,22,2
10619,30.0,6,122,2
10620,17.0,5,16,0
10621,29.0,11,103,2
10622,30.0,16,86,2
10623,3.0,10,105,0
10624,3.0,16,100,0
10625,30.0,6,7,2
10626,8.0,65,932,1
10627,30.0,14,39,2
10628,7.0,8,178,0
10629,30.0,5,59,2
10630,15.0,22,236,3
10631,30.0,7,66,2
10632,11.0,42,285,3
10633,8.0,7,95,0
10634,7.0,10,170,0
10635,12.0,33,372,3
10636,9.0,15,219,0
10637,12.0,21,163,0
10638,30.0,5,46,2
10639,22.0,27,396,3
10640,27.0,14,119,2
10641,30.0,14,188,2
10642,30.0,4,76,2
10643,15.0,31,116,3
10644,16.0,4,3,0
10645,30.0,5,38,2
10646,8.0,42,846,1
10647,2.0,45,332,3
10648,30.0,16,124,2
10649,4.0,36,544,3
10650,7.0,4,28,0
10651,29.0,12,262,2
10652,6.0,19,185,0
10653,30.0,13,148,2
10654,30.0,4,20,2
10655,30.0,4,31,2
10656,11.0,10,174,0
10657,19.0,6,44,2
10658,2.0,7,25,0
10659,8.0,8,139,0
10660,7.0,90,1274,1
10661,5.0,4,13,0
10662,9.0,20,139,0
10663,14.0,25,225,3
10664,1.0,9,56,0
10665,30.0,13,264,2
10666,21.0,44,668,3
10667,12.0,11,138,0
10668,19.0,8,21,2
10669,7.0,50,349,3
10670,16.0,13,218,0
10671,13.0,6,78,0
10672,30.0,4,6,2
10673,13.0,20,76,0
10674,30.0,6,52,2
10675,30.0,7,126,2
10676,17.0,20,109,0
10677,30.0,7,15,2
10678,19.0,4,53,2
10679,30.0,5,18,2
10680,24.0,7,51,2
10681,30.0,6,61,2
10682,8.0,13,48,0
10683,9.0,34,93,3
10684,24.0,6,42,2
10685,5.0,16,176,0
10686,13.0,12,281,0
10687,17.0,7,98,0
10688,30.0,14,21,2
10689,22.0,13,163,2
10690,3.0,7,49,0
10691,30.0,36,730,3
10692,18.0,5,7,0
10693,7.0,5,17,0
10694,6.0,9,79,0
10695,30.0,29,324,2
10696,9.0,7,102,0
10697,1.0,5,62,0
10698,30.0,5,43,2
10699,7.0,23,238,3
10700,30.0,7,54,2
10701,4.0,12,71,0
10702,30.0,6,18,2
10703,30.0,21,174,2
10704,5.0,45,584,3
10705,14.0,17,151,0
10706,5.0,6,15,0
10707,13.0,34,290,3
10708,5.0,22,385,3
10709,30.0,16,20,2
10710,6.0,13,285,0
10711,30.0,8,41,2
10712,12.0,29,450,3
10713,8.0,38,672,3
10714,9.0,5,12,0
10715,13.0,7,83,0
10716,8.0,23,176,0
10717,4.0,13,107,0
10718,30.0,6,34,2
10719,19.0,5,17,2
10720,11.0,20,143,0
10721,20.0,4,9,2
10722,18.0,19,141,0
10723,30.0,4,12,2
10724,30.0,4,5,2
10725,30.0,12,130,2
10726,4.0,30,145,3
10727,0.0,4,24,0
10728,6.0,20,67,0
10729,30.0,9,34,2
10730,30.0,6,19,2
10731,22.0,17,40,2
10732,10.0,5,44,0
10733,11.0,21,105,0
10734,10.0,20,184,0
10735,30.0,4,22,2
10736,30.0,4,10,2
10737,9.0,11,91,0
10738,4.0,57,857,1
10739,30.0,5,33,2
10740,21.0,14,21,2
10741,25.0,25,196,2
10742,13.0,4,34,0
10743,12.0,30,130,3
10744,6.0,43,595,3
10745,30.0,5,25,2
10746,15.0,7,73,0
10747,9.0,100,841,1
10748,14.0,11,109,0
10749,30.0,4,17,2
10750,8.0,50,347,3
10751,1.0,9,187,0
10752,30.0,5,45,2
10753,30.0,6,32,2
10754,9.0,7,64,0
10755,30.0,32,73,2
10756,0.0,17,171,0
10757,6.0,47,528,3
10758,13.0,4,11,0
10759,19.0,5,63,2
10760,9.0,48,467,3
10761,7.0,4,41,0
10762,30.0,4,31,2
10763,25.0,11,59,2
10764,30.0,5,44,2
10765,30.0,10,176,2
10766,13.0,9,96,0
10767,8.0,4,5,0
10768,27.0,11,109,2
10769,30.0,24,401,2
10770,21.0,20,316,3
10771,17.0,4,46,0
10772,30.0,8,123,2
10773,18.0,17,268,0
10774,30.0,4,57,2
10775,21.0,16,92,2
10776,30.0,36,385,3
10777,27.0,6,66,2
10778,7.0,4,24,0
10779,0.0,10,131,0
10780,7.0,15,70,0
10781,30.0,8,102,2
10782,7.0,30,88,0
10783,7.0,40,60,3
10784,7.0,5,20,0
10785,8.0,5,62,0
10786,6.0,41,408,3
10787,15.0,12,119,0
10788,2.0,14,107,0
10789,10.0,37,87,3
10790,12.0,7,29,0
10791,5.0,34,270,3
10792,30.0,8,32,2
10793,30.0,12,55,2
10794,14.0,7,150,0
10795,30.0,11,54,2
10796,30.0,6,90,2
10797,8.0,19,230,0
10798,17.0,18,17,0
10799,29.0,4,9,2
10800,6.0,28,384,3
10801,30.0,5,49,2
10802,30.0,4,51,2
10803,8.0,4,43,0
10804,3.0,63,781,1
10805,23.0,7,122,2
10806,8.0,13,31,0
10807,27.0,5,33,2
10808,12.0,6,35,0
10809,30.0,4,4,2
10810,20.0,5,44,2
10811,7.0,42,322,3
10812,23.0,6,81,2
10813,3.0,26,364,3
10814,12.0,9,165,0
10815,15.0,17,84,0
10816,7.0,9,63,0
10817,30.0,29,385,2
10818,8.0,26,66,0
10819,30.0,6,80,2
10820,30.0,23,181,2
10821,30.0,14,44,2
10822,7.0,44,453,3
10823,30.0,22,105,2
10824,5.0,26,213,3
10825,2.0,11,68,0
10826,3.0,42,264,3
10827,6.0,45,634,3
10828,6.0,41,402,3
10829,5.0,10,73,0
10830,20.0,28,813,3
10831,6.0,11,35,0
10832,10.0,12,122,0
10833,5.0,4,35,0
10834,30.0,8,10,2
10835,7.0,7,29,0
10836,2.0,8,88,0
10837,2.0,16,118,0
10838,30.0,6,39,2
10839,28.0,25,172,2
10840,7.0,26,351,3
10841,30.0,4,18,2
10842,27.0,12,163,2
10843,1.0,16,122,0
10844,7.0,7,113,0
10845,17.0,5,17,0
10846,30.0,6,55,2
10847,2.0,9,180,0
10848,30.0,5,18,2
10849,30.0,6,82,2
10850,7.0,52,413,3
10851,6.0,9,45,0
10852,10.0,5,27,0
10853,22.0,11,129,2
10854,9.0,4,25,0
10855,28.0,7,35,2
10856,30.0,5,61,2
10857,1.0,7,113,0
10858,18.0,7,128,0
10859,5.0,50,438,3
10860,30.0,11,142,2
10861,4.0,36,297,3
10862,30.0,6,18,2
10863,30.0,8,71,2
10864,30.0,4,34,2
10865,30.0,4,5,2
10866,21.0,16,138,2
10867,10.0,39,289,3
10868,7.0,42,263,3
10869,7.0,46,278,3
10870,30.0,10,174,2
10871,6.0,10,103,0
10872,10.0,4,31,0
10873,7.0,31,389,3
10874,3.0,4,22,0
10875,7.0,43,558,3
10876,4.0,19,219,0
10877,4.0,19,169,0
10878,30.0,11,106,2
10879,25.0,8,18,2
10880,20.0,6,52,2
10881,30.0,10,109,2
10882,23.0,5,59,2
10883,0.0,8,111,0
10884,7.0,8,61,0
10885,17.0,9,78,0
10886,2.0,80,1191,1
10887,13.0,13,23,0
10888,4.0,67,626,1
10889,14.0,33,245,3
10890,24.0,12,109,2
10891,2.0,17,82,0
10892,6.0,21,169,0
10893,30.0,6,18,2
10894,3.0,5,14,0
10895,20.0,12,91,2
10896,22.0,6,53,2
10897,27.0,7,193,2
10898,30.0,6,49,2
10899,5.0,70,510,1
10900,30.0,4,36,2
10901,6.0,24,311,3
10902,13.0,10,47,0
10903,30.0,7,29,2
10904,30.0,4,19,2
10905,13.0,34,438,3
10906,30.0,6,48,2
10907,30.0,5,38,2
10908,28.0,6,55,2
10909,6.0,27,400,3
10910,30.0,23,115,2
10911,30.0,13,82,2
10912,30.0,6,42,2
10913,28.0,32,120,2
10914,7.0,12,174,0
10915,4.0,25,137,0
10916,9.0,7,38,0
10917,30.0,7,104,2
10918,24.0,10,136,2
10919,30.0,12,156,2
10920,5.0,9,35,0
10921,14.0,39,699,3
10922,30.0,4,149,2
10923,19.0,4,25,2
10924,30.0,12,151,2
10925,6.0,56,484,3
10926,6.0,64,432,3
10927,30.0,26,300,2
10928,30.0,7,151,2
10929,6.0,10,48,0
10930,16.0,5,40,0
10931,20.0,4,69,2
10932,7.0,4,70,0
10933,30.0,9,75,2
10934,1.0,100,1222,1
10935,14.0,5,16,0
10936,5.0,5,13,0
10937,10.0,6,67,0
10938,29.0,8,235,2
10939,7.0,16,104,0
10940,6.0,16,140,0
10941,30.0,10,108,2
10942,0.0,8,109,0
10943,14.0,6,20,0
10944,30.0,11,42,2
10945,30.0,4,6,2
10946,30.0,4,10,2
10947,6.0,6,33,0
10948,30.0,5,17,2
10949,30.0,6,47,2
10950,8.0,24,153,0
10951,30.0,6,83,2
10952,30.0,4,37,2
10953,29.0,8,48,2
10954,30.0,6,22,2
10955,30.0,14,153,2
10956,30.0,7,66,2
10957,17.0,24,81,0
10958,5.0,4,41,0
10959,30.0,4,22,2
10960,4.0,9,102,0
10961,30.0,4,13,2
10962,15.0,5,24,0
10963,30.0,16,61,2
10964,18.0,6,12,0
10965,23.0,19,80,2
10966,13.0,9,63,0
10967,4.0,22,245,3
10968,3.0,15,34,0
10969,30.0,7,42,2
10970,7.0,5,30,0
10971,30.0,29,240,2
10972,3.0,55,713,1
10973,28.0,5,39,2
10974,29.0,13,90,2
10975,30.0,7,57,2
10976,30.0,7,15,2
10977,13.0,7,84,0
10978,14.0,5,54,0
10979,30.0,9,25,2
10980,1.0,9,62,0
10981,30.0,16,192,2
10982,9.0,9,45,0
10983,30.0,19,208,2
10984,24.0,4,64,2
10985,7.0,10,93,0
10986,6.0,8,115,0
10987,14.0,18,327,3
10988,6.0,4,23,0
10989,20.0,4,18,2
10990,3.0,17,251,0
10991,6.0,4,18,0
10992,7.0,40,475,3
10993,4.0,17,71,0
10994,30.0,5,14,2
10995,19.0,16,94,2
10996,1.0,33,102,3
10997,8.0,60,437,3
10998,17.0,8,36,0
10999,14.0,16,148,0
11000,9.0,25,184,0
11001,5.0,51,468,3
11002,30.0,5,8,2
11003,30.0,6,32,2
11004,11.0,10,160,0
11005,30.0,4,19,2
11006,30.0,4,61,2
11007,13.0,21,149,0
11008,7.0,10,252,0
11009,20.0,8,54,2
11010,30.0,11,163,2
11011,30.0,4,38,2
11012,30.0,10,29,2
11013,30.0,6,28,2
11014,30.0,5,13,2
11015,14.0,35,292,3
11016,1.0,4,9,0
11017,30.0,5,34,2
11018,11.0,38,192,3
11019,27.0,15,298,2
11020,0.0,4,7,0
11021,2.0,5,15,0
11022,30.0,10,72,2
11023,26.0,28,393,3
11024,12.0,13,120,0
11025,3.0,13,111,0
11026,7.0,48,254,3
11027,5.0,42,102,3
11028,0.0,12,107,0
11029,17.0,14,38,0
11030,7.0,20,171,0
11031,21.0,6,23,2
11032,25.0,15,152,2
11033,30.0,11,46,2
11034,6.0,6,46,0
11035,9.0,8,75,0
11036,12.0,49,424,3
11037,6.0,21,73,0
11038,30.0,20,51,2
11039,3.0,11,74,0
11040,6.0,46,429,3
11041,13.0,19,285,3
11042,30.0,19,247,2
11043,30.0,4,13,2
11044,15.0,48,363,3
11045,17.0,19,84,0
11046,14.0,22,206,0
11047,30.0,19,126,2
11048,30.0,7,45,2
11049,9.0,4,48,0
11050,19.0,15,87,2
11051,6.0,19,121,0
11052,26.0,6,38,2
11053,3.0,10,98,0
11054,22.0,13,382,2
11055,7.0,4,14,0
11056,13.0,31,355,3
11057,30.0,8,107,2
11058,4.0,69,550,1
11059,30.0,7,113,2
11060,7.0,12,122,0
11061,5.0,12,127,0
11062,10.0,50,332,3
11063,30.0,9,76,2
11064,6.0,26,154,0
11065,24.0,18,45,2
11066,16.0,43,326,3
11067,30.0,5,76,2
11068,7.0,29,450,3
11069,9.0,5,21,0
11070,25.0,11,85,2
11071,13.0,8,27,0
11072,21.0,7,62,2
11073,24.0,39,185,3
11074,20.0,4,11,2
11075,30.0,8,44,2
11076,30.0,6,38,2
11077,8.0,10,90,0
11078,30.0,20,231,2
11079,30.0,27,259,2
11080,30.0,26,169,2
11081,30.0,10,54,2
11082,7.0,4,43,0
11083,0.0,39,585,3
11084,30.0,7,71,2
11085,15.0,41,359,3
11086,30.0,22,106,2
11087,16.0,10,117,0
11088,20.0,7,69,2
11089,7.0,5,63,0
11090,1.0,5,11,0
11091,19.0,4,12,2
11092,22.0,19,154,2
11093,0.0,4,9,0
11094,8.0,4,76,0
11095,29.0,7,76,2
11096,13.0,15,38,0
11097,16.0,5,14,0
11098,4.0,41,225,3
11099,30.0,11,142,2
11100,12.0,4,48,0
11101,24.0,17,306,2
11102,28.0,9,81,2
11103,19.0,7,46,2
11104,2.0,7,35,0
11105,30.0,4,17,2
11106,30.0,17,152,2
11107,10.0,5,24,0
11108,30.0,13,186,2
11109,6.0,14,56,0
11110,2.0,46,415,3
11111,12.0,9,114,0
11112,30.0,68,399,3
11113,15.0,4,21,0
11114,24.0,14,137,2
11115,1.0,20,117,0
11116,7.0,16,339,3
11117,8.0,37,462,3
11118,7.0,16,122,0
11119,15.0,24,103,0
11120,30.0,4,17,2
11121,6.0,21,258,3
11122,2.0,31,641,3
11123,30.0,7,37,2
11124,30.0,7,22,2
11125,2.0,5,28,0
11126,10.0,22,149,0
11127,30.0,14,24,2
11128,30.0,11,88,2
11129,7.0,9,83,0
11130,28.0,4,16,2
11131,2.0,29,156,3
11132,30.0,5,14,2
11133,18.0,5,14,0
11134,30.0,10,93,2
11135,20.0,5,12,2
11136,30.0,9,62,2
11137,11.0,18,190,0
11138,26.0,23,206,2
11139,30.0,12,155,2
11140,1.0,10,263,0
11141,0.0,6,13,0
11142,6.0,28,334,3
11143,13.0,26,257,3
11144,5.0,29,202,3
11145,30.0,14,65,2
11146,8.0,8,41,0
11147,10.0,6,40,0
11148,30.0,14,263,2
11149,30.0,5,46,2
11150,30.0,5,24,2
11151,4.0,11,31,0
11152,14.0,5,52,0
11153,9.0,10,162,0
11154,3.0,17,286,0
11155,10.0,38,394,3
11156,6.0,13,106,0
11157,19.0,31,293,3
11158,4.0,6,22,0
11159,2.0,12,63,0
11160,6.0,9,112,0
11161,30.0,5,66,2
11162,5.0,24,250,3
11163,4.0,18,50,0
11164,8.0,5,51,0
11165,4.0,35,290,3
11166,9.0,4,17,0
11167,4.0,10,64,0
11168,16.0,5,44,0
11169,20.0,8,59,2
11170,7.0,60,753,1
11171,30.0,5,50,2
11172,30.0,15,162,2
11173,30.0,9,20,2
11174,4.0,17,145,0
11175,30.0,11,92,2
11176,7.0,48,273,3
11177,30.0,27,485,3
11178,8.0,11,123,0
11179,7.0,13,94,0
11180,5.0,33,356,3
11181,30.0,4,18,2
11182,17.0,11,166,0
11183,30.0,7,95,2
11184,30.0,15,55,2
11185,5.0,18,128,0
11186,0.0,27,95,0
11187,28.0,10,66,2
11188,30.0,10,43,2
11189,6.0,47,372,3
11190,22.0,17,137,2
11191,30.0,9,39,2
11192,30.0,22,192,2
11193,7.0,4,28,0
11194,30.0,10,199,2
11195,8.0,29,286,3
11196,4.0,8,68,0
11197,13.0,7,71,0
11198,30.0,16,324,2
11199,30.0,7,47,2
11200,13.0,69,422,3
11201,30.0,8,101,2
11202,30.0,10,211,2
11203,20.0,12,211,2
11204,3.0,74,572,1
11205,7.0,54,478,3
11206,30.0,9,66,2
11207,30.0,9,32,2
11208,15.0,15,153,0
11209,12.0,4,5,0
11210,11.0,21,225,0
11211,30.0,6,39,2
11212,20.0,12,79,2
11213,8.0,6,43,0
11214,14.0,28,609,3
11215,7.0,4,13,0
11216,30.0,44,275,3
11217,30.0,8,22,2
11218,15.0,5,23,0
11219,14.0,13,112,0
11220,10.0,9,74,0
11221,30.0,26,53,2
11222,1.0,41,179,3
11223,13.0,36,465,3
11224,19.0,13,119,2
11225,6.0,63,578,1
11226,30.0,17,90,2
11227,9.0,10,72,0
11228,30.0,16,137,2
11229,30.0,8,63,2
11230,24.0,9,90,2
11231,15.0,37,759,3
11232,7.0,13,118,0
11233,30.0,33,313,2
11234,7.0,24,194,0
11235,30.0,25,153,2
11236,3.0,82,450,1
11237,6.0,15,120,0
11238,8.0,5,7,0
11239,6.0,23,243,3
11240,13.0,29,565,3
11241,30.0,4,107,2
11242,10.0,17,124,0
11243,7.0,44,221,3
11244,4.0,8,30,0
11245,20.0,9,49,2
11246,30.0,9,122,2
11247,15.0,4,27,0
11248,9.0,6,62,0
11249,14.0,6,16,0
11250,28.0,13,244,2
11251,21.0,5,37,2
11252,8.0,4,45,0
11253,30.0,7,64,2
11254,21.0,24,80,2
11255,6.0,19,93,0
11256,30.0,9,57,2
11257,0.0,18,61,0
11258,26.0,26,144,2
11259,30.0,6,31,2
11260,4.0,7,32,0
11261,15.0,58,699,1
11262,5.0,9,86,0
11263,21.0,10,50,2
11264,30.0,5,84,2
11265,13.0,12,186,0
11266,25.0,25,285,2
11267,30.0,5,14,2
11268,10.0,16,182,0
11269,19.0,6,68,2
11270,30.0,5,30,2
11271,30.0,11,175,2
11272,30.0,7,13,2
11273,30.0,5,9,2
11274,30.0,4,46,2
11275,30.0,22,213,2
11276,9.0,23,424,3
11277,25.0,5,62,2
11278,10.0,6,46,0
11279,4.0,8,76,0
11280,30.0,4,18,2
11281,13.0,10,67,0
11282,2.0,13,55,0
11283,15.0,17,115,0
11284,30.0,5,24,2
11285,30.0,5,93,2
11286,3.0,7,14,0
11287,12.0,10,46,0
11288,9.0,7,88,0
11289,30.0,25,311,2
11290,5.0,57,795,1
11291,14.0,4,17,0
11292,0.0,26,376,3
11293,30.0,20,295,2
11294,30.0,5,33,2
11295,14.0,5,48,0
11296,30.0,9,73,2
11297,26.0,7,109,2
11298,12.0,17,52,0
11299,10.0,11,88,0
11300,17.0,6,18,0
11301,9.0,9,52,0
11302,7.0,5,26,0
11303,29.0,7,17,2
11304,8.0,6,16,0
11305,14.0,40,555,3
11306,30.0,7,63,2
11307,20.0,36,465,3
11308,30.0,14,118,2
11309,27.0,26,260,2
11310,19.0,18,41,2
11311,30.0,13,101,2
11312,25.0,37,235,3
11313,8.0,7,157,0
11314,16.0,21,50,0
11315,5.0,64,1150,1
11316,8.0,16,50,0
11317,21.0,5,24,2
11318,21.0,13,55,2
11319,30.0,8,21,2
11320,20.0,5,51,2
11321,30.0,9,78,2
11322,0.0,17,147,0
11323,4.0,13,93,0
11324,30.0,6,112,2
11325,20.0,19,132,2
11326,23.0,17,67,2
11327,5.0,7,34,0
11328,15.0,5,63,0
11329,22.0,7,90,2
11330,4.0,7,37,0
11331,9.0,7,89,0
11332,30.0,4,12,2
11333,19.0,11,155,2
11334,1.0,100,1287,1
11335,8.0,34,796,1
11336,7.0,9,71,0
11337,30.0,19,266,2
11338,3.0,7,114,0
11339,15.0,4,40,0
11340,6.0,4,73,0
11341,20.0,4,19,2
11342,7.0,24,184,0
11343,7.0,37,702,3
11344,30.0,5,37,2
11345,30.0,11,63,2
11346,30.0,11,160,2
11347,7.0,6,52,0
11348,30.0,12,67,2
11349,6.0,27,292,3
11350,14.0,15,55,0
11351,5.0,20,145,0
11352,30.0,16,118,2
11353,5.0,16,94,0
11354,7.0,4,16,0
11355,7.0,14,377,3
11356,30.0,4,56,2
11357,30.0,11,107,2
11358,30.0,16,181,2
11359,8.0,12,141,0
11360,18.0,7,16,0
11361,3.0,52,911,1
11362,30.0,4,23,2
11363,11.0,20,369,3
11364,30.0,4,13,2
11365,15.0,4,19,0
11366,30.0,6,76,2
11367,20.0,52,411,3
11368,4.0,17,273,0
11369,22.0,7,73,2
11370,2.0,15,124,0
11371,30.0,6,36,2
11372,30.0,11,64,2
11373,6.0,11,52,0
11374,13.0,16,123,0
11375,2.0,100,1204,1
11376,4.0,17,149,0
11377,30.0,7,37,2
